name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"stapylton-the-stepmother","eng000753","Q107919941","Stapylton","0","The Stepmother","","","https://texts.earlyprint.org/works/A61310.xml","","","","","1664","0","false","","","","","","","","","1664","","0","0","0","0","0","","","","6","1","5","0","21633","19928","1057","268","2365"
"stephens-cynthia-s-revenge","eng000233","","Stephens","0","Cynthia's Revenge","","Tragedy","https://texts.earlyprint.org/works/A12954.xml","","","","","1613","25","false","0.7859218820395288","0.42","1.7466666666666666","eng000233-menander|eng000233-amilcar","10.08","4","","","","17","25","3","23","0","3","1","126","1613","43","","5","43","36091","27890","185","0","3950"
"stevenson-gammer-gurton-s-needle","eng000234","","Stevenson","0","Gammer Gurton's Needle","","Comedy","https://texts.earlyprint.org/works/A12969.xml","","","","","1553","8","false","0.8708333333333332","0.75","1.25","eng000234-hodge|eng000234-gurton","5.25","2","","","","7","8","2","6","0","0","1","21","1553","18","","5","18","15776","14982","76","0","1310"
"suckling-aglaura","eng000580","Q4692868","Suckling","0","Aglaura","","","https://texts.earlyprint.org/works/A13125.xml","","","","","1638","0","false","","","","","","","","","1638","","0","0","0","0","0","","","","6","1","6","6","21975","19983","916","27","2479"
"suckling-brennoralt","eng000407","","Suckling","0","Brennoralt, or The Discontented Colonel","","Tragedy","https://texts.earlyprint.org/works/A61942.xml","","","","","1639","27","false","0.8969024079191442","0.8262108262108262","1.1737891737891737","several characters","21.48148148148148","2","","","","26","27","4","23","0","0","1","290","1639","5","","5","0","13165","12553","418","2","1825"
"tailor-the-hog-hath-lost-his-pearl","eng000236","","Tailor","0","The Hog Hath Lost His Pearl","","Comedy","https://texts.earlyprint.org/works/A13345.xml","","","","","1613","16","false","0.917177960927961","0.85","1.15","several characters","12.75","2","","","","15","16","3","13","0","0","1","102","1613","5","","5","0","17863","16367","431","367","1006"
"tate-brutus-of-alba","eng000724","","Tate","0","Brutus of Alba, or The Enchanted Lovers","","","https://texts.earlyprint.org/works/A62851.xml","","","","","1678","0","false","","","","","","","","","1678","","0","0","0","0","0","","","","5","","5","0","18281","16512","639","0","1974"
"tate-cuckolds-haven","eng000565","","Tate","0","Cuckolds Haven, or An Alderman No Conjurer","","","https://texts.earlyprint.org/works/A62863.xml","","","","","1685","0","false","","","","","","","","","1685","","0","0","0","0","0","","","","10","","3","10","19088","17482","639","720","18"
"tate-the-ingratitude-of-a-commonwealth","eng000605","","Tate","0","The Ingratitude of a Commonwealth, or The Fall of Caius Martius Coriolanus","","","https://texts.earlyprint.org/works/A62946.xml","","","","","1682","0","false","","","","","","","","","1682","","0","0","0","0","0","","","","10","","5","9","20962","18875","744","75","1970"
"tate-the-island-princess","eng000606","","Tate","0","The Island Princess","","","https://texts.earlyprint.org/works/A62964.xml","","","","","1687","0","false","","","","","","","","","1687","","0","0","0","0","0","","","","12","","5","12","15810","14604","484","44","1749"
"tate-the-loyal-general","eng000725","Q107969374","Tate","0","The Loyal General","","","https://texts.earlyprint.org/works/A62967.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","8","1","5","4","20152","17492","685","1","2148"
"terence-andria","eng000441","Q1233645","Terence","0","Andria","","Comedy","https://texts.earlyprint.org/works/A13611.xml","","","","","1587","15","false","0.7334632034632035","0.38095238095238093","1.6761904761904762","eng000441-davus","5.333333333333333","3","","","","12","15","0","0","0","0","1","40","1587","26","12","5","26","22492","16974","758","774","0"
"tomkis-albumazar","eng000238","Q4712788","Tomkis","0","Albumazar","","Comedy","https://texts.earlyprint.org/works/A13802.xml","","","","","1615","14","false","0.7915790558647703","0.5054945054945055","1.5494505494505495","eng000238-cricca","6.571428571428571","3","","","","11","14","4","10","0","0","1","46","1615","52","1","5","50","24175","23723","185","35","2868"
"tomkis-lingua","eng000409","","Tomkis","0","Lingua, or The Combat of the Tongue and the Five Senses for Superiority","","Comedy","https://texts.earlyprint.org/works/A62894.xml","","","","","1657","21","false","0.8478655515696646","0.6238095238095238","1.380952380952381","eng000409-phantastes","12.476190476190476","3","","","","19","21","1","20","0","0","1","131","1657","51","","5","51","29578","27120","1645","801","1158"
"tourneur-the-atheist-s-tragedy","eng000239","","Tourneur","0","The Atheist's Tragedy, or The Honest Man's Revenge","","Tragedy","https://texts.earlyprint.org/works/A13840.xml","","","","","1611","25","false","0.8943671959873334","0.7633333333333333","1.2366666666666666","several characters","18.32","2","","","","24","25","4","21","0","1","1","229","1611","5","","5","0","23160","22242","881","465","1322"
"townshend-albion-s-triumph","eng000241","","Townshend","0","Albion's Triumph","","","https://texts.earlyprint.org/works/A13846.xml","","","","","1631","9","false","0.3333333333333333","0.16666666666666666","1","eng000241-five-deities|eng000241-peace|eng000241-four-gods","1.3333333333333333","1","","","","2","9","2","5","2","2","4","6","1631","4","","0","4","3788","1429","365","23","99"
"townshend-tempe-restored","eng000242","Q7698266","Townshend","0","Tempe Restored","","","https://texts.earlyprint.org/works/A13848.xml","","","","","1631","8","false","1","1","1","several characters","7","1","","","","7","8","4","4","0","2","1","28","1631","5","1","0","0","3409","441","3","0","62"
"trotter-agnes-de-castro","eng000651","Q107861979","Trotter","0","Agnes de Castro","","","https://texts.earlyprint.org/works/A33540.xml","","","","","1696","0","false","","","","","","","","","1696","","0","0","0","0","0","","","","7","1","5","7","20165","18191","472","0","2115"
"trotter-fatal-friendship","eng000652","","Trotter","0","Fatal Friendship","","","https://texts.earlyprint.org/works/A33541.xml","","","","","1698","11","false","0.8497113997113996","0.6727272727272727","1.3272727272727274","eng000652-bellgard|eng000652-gramont","6.7272727272727275","2","","","1698","10","11","3","8","0","0","1","37","","10","","5","10","23786","21204","219","0","2527"
"udall-jacob-and-esau","eng000067","","Udall","0","Jacob and Esau","","","https://texts.earlyprint.org/works/A04206.xml","","","","","1553","10","false","0.7523809523809524","0.6","1.0689655172413792","several characters","5.4","2","","","","7","10","3","7","0","0","2","27","1553","34","","5","34","18171","16628","386","301","1373"
"udall-ralph-roister-doister","eng000243","Q7288034","Udall","0","Ralph Roister Doister","","Comedy","https://texts.earlyprint.org/works/A14193.xml","","","","","1552","13","false","0.8386946386946388","0.6794871794871795","1.3205128205128205","eng000243-merrygreek|eng000243-royster","8.153846153846153","2","","","","12","13","4","9","0","0","1","53","1552","28","2","5","28","22324","21102","265","0","2189"
"vanbrugh-aesop-1-2","eng000567","","Vanbrugh","0","1 & 2 Aesop","","","https://texts.earlyprint.org/works/A65052.xml","","","","","1697","0","false","","","","","","","","","1697","","0","0","0","0","0","","","","6","","5","0","27336","26026","725","869","886"
"vanbrugh-the-provoked-wife","eng000568","Q3205376","Vanbrugh","0","The Provoked Wife","","","https://texts.earlyprint.org/works/A65060.xml","","","","","1697","0","false","","","","","","","","","1697","","0","0","0","0","0","","","","6","4","5","0","29529","27056","1068","1287","68"
"vanbrugh-the-relapse","eng000569","Q3058431","Vanbrugh","0","The Relapse, or Virtue in Danger","","","https://texts.earlyprint.org/works/A65075.xml","","","","","1697","0","false","","","","","","","","","1697","","0","0","0","0","0","","","","14","9","5","13","36880","34160","1055","1346","377"
"villiers-the-rehearsal","eng000583","Q3212601","Villiers","0","The Rehearsal","","","https://texts.earlyprint.org/works/A29987.xml","","","","","1672","0","false","","","","","","","","","1672","","0","0","0","0","0","","","","11","2","5","10","16771","15709","660","524","448"
"w-the-valiant-scot","eng000244","","W.","0","The Valiant Scot","","Tragedy","https://texts.earlyprint.org/works/A14599.xml","","","","","1625","40","false","0.869173176513382","0.6551282051282051","1.344871794871795","several characters","25.55","2","","","","39","40","2","37","1","2","1","511","1625","5","","5","0","18186","17497","569","104","1982"
"waller-the-maid-s-tragedy","eng000728","","Waller","0","The Maid's Tragedy","","","https://texts.earlyprint.org/works/A67336.xml","","","","","1690","0","false","","","","","","","","","1690","","0","0","0","0","0","","","","2","","0","0","14818","5180","227","1","607"
"wapull-the-tide-tarrieth-no-man","eng000245","","Wapull","0","The Tide Tarrieth No Man","","Comedy","https://texts.earlyprint.org/works/A14715.xml","","","","","1576","17","false","1","1","1","several characters","16","1","","","","16","17","1","16","0","0","1","136","1576","1","","0","0","15985","14761","306","0","1713"
"webster-rowley-the-thracian-wonder","eng000408","Q7768913","Webster","1","The Thracian Wonder","","Comedy","https://texts.earlyprint.org/works/A62477.xml","","","","","1599","33","false","0.8673872082675238","0.6666666666666666","1.3409090909090908","eng000408-lord-2|eng000408-pheander","21.333333333333332","3","","","","31","33","4","30","0","3","1","352","1599","6","1","5","2","19262","18023","852","224","973"
"webster-the-devil-s-law-case","eng000246","Q7729928","Webster","0","The Devil's Law Case","","Tragicomedy","https://texts.earlyprint.org/works/A14869.xml","","","","","1619","25","false","0.8917709731975446","0.7866666666666666","1.2133333333333334","several characters","18.88","2","","","","24","25","5","20","0","1","1","236","1619","5","2","5","0","24992","24401","435","43","3022"
"webster-the-duchess-of-malfi","eng000247","Q3408612","Webster","0","The Duchess of Malfi","","Tragedy","https://texts.earlyprint.org/works/A14872.xml","","","","","1614","30","false","0.7877115401536589","0.42298850574712643","1.5303430079155673","eng000247-bosola","12.266666666666667","3","","","","26","30","4","25","1","1","2","184","1614","19","12","5","19","26706","25439","399","4","3323"
"webster-the-white-devil","eng000248","Q1117565","Webster","0","The White Devil","","Tragedy","https://texts.earlyprint.org/works/A14875.xml","","","","","1612","34","false","1","1","1","several characters","33","1","","","","33","34","7","26","1","1","1","561","1612","1","9","0","0","27679","27014","930","113","3012"
"whitaker-the-conspiracy","eng000726","","Whitaker","0","The Conspiracy, or The Change of Government","","","https://texts.earlyprint.org/works/A65693.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","5","","5","4","18027","15734","1599","82","1780"
"wilkins-the-miseries-of-enforced-marriage","eng000249","Q7751706","Wilkins","0","The Miseries of Enforced Marriage","","Tragedy","https://texts.earlyprint.org/works/A15352.xml","","","","","1605","22","false","1","1","1","several characters","21","1","","","","21","22","3","18","1","0","1","231","1605","1","1","0","0","25321","24482","505","610","1476"
"wilmot-hatton-noel-al-stafford-tancred-and-gismund","eng000250","","Wilmot","4","Tancred and Gismund","","Tragedy","https://texts.earlyprint.org/works/A15498.xml","","","","","1567","12","false","0.7612433862433862","0.6818181818181818","1.3484848484848484","eng000250-chorus-1|eng000250-chorus-2|eng000250-chorus-3","7.5","3","","","","10","12","6","6","0","1","1","45","1567","17","","5","16","18041","13592","396","71","1615"
"wilson-andronicus-comnenus","eng000727","","Wilson","0","Andronicus Comnenus","","","https://texts.earlyprint.org/works/A66563.xml","","","","","1664","0","false","","","","","","","","","1664","","0","0","0","0","0","","","","27","","27","27","26168","24207","884","351","2485"
"wilson-belphegor","eng000754","","Wilson","0","Belphegor, or The Marriage of the Devil","","","https://texts.earlyprint.org/works/A66564.xml","","","","","1691","0","false","","","","","","","","","1691","","0","0","0","0","0","","","","19","","5","19","28096","24344","1678","860","582"
"wilson-the-cheats","eng000570","","Wilson","0","The Cheats","","","https://texts.earlyprint.org/works/A66565.xml","","","","","1664","0","false","","","","","","","","","1664","","0","0","0","0","0","","","","25","","5","25","31026","28914","1378","949","181"
"wilson-the-cobbler-s-prophecy","eng000251","","Wilson","0","The Cobbler's Prophecy","","Comedy","https://texts.earlyprint.org/works/A15515.xml","","","","","1589","30","false","1","1","1","several characters","29","1","","","","29","30","11","17","2","1","1","435","1589","1","","0","0","13027","12446","560","91","1257"
"wilson-the-projectors","eng000571","","Wilson","0","The Projectors","","","https://texts.earlyprint.org/works/A66573.xml","","","","","1665","0","false","","","","","","","","","1665","","0","0","0","0","0","","","","5","","5","3","20816","20246","368","667","6"
"wilson-the-three-ladies-of-london","eng000254","Q7769016","Wilson","0","The Three Ladies of London","","Comedy","https://texts.earlyprint.org/works/A15519.xml","","","","","1581","23","false","1","1","1","several characters","22","1","","","","22","23","3","20","0","0","1","253","1581","1","1","1","0","19792","18766","512","1","1633"
